Island,Colony,Site Number,Nest Number,Egg Lay Date,Egg Loss Date,Chick Hatch Date,Chick Loss Date,Chick Creche Date,Year
HUM,2.0,U1,3,46,0,80,0,101,2000
HUM,2.0,U1,4,43,0,77,0,107,2000
HUM,2.0,U1,5,41,0,76,0,110,2000
HUM,2.0,U2,1,46,0,80,0,110,2000
HUM,2.0,U2,2,43,0,78,0,110,2000
HUM,2.0,U2,3,45,0,74,0,110,2000
HUM,2.0,U2,4,43,0,78,0,107,2000
HUM,2.0,U2,5,48,74,0,0,0,2000
HUM,2.0,U3,1,42,74,0,0,0,2000
HUM,2.0,U3,2,45,0,80,97,0,2000
HUM,2.0,U3,3,47,0,84,0,116,2000
HUM,2.0,U3,4,46,-1,0,0,0,2000
HUM,2.0,U3,5,43,0,78,0,116,2000
HUM,2.0,U4,3,42,-1,0,0,0,2000
HUM,2.0,U4,5,44,-1,0,0,0,2000
HUM,2.0,U5,1,44,-1,0,0,0,2000
HUM,2.0,U5,2,45,-1,0,0,0,2000
HUM,2.0,U5,3,46,0,79,0,116,2000
HUM,2.0,U5,4,45,-1,0,0,0,2000
HUM,2.0,U6,1,43,0,77,0,116,2000
HUM,2.0,U6,2,43,0,78,0,116,2000
HUM,2.0,U6,3,41,0,76,0,104,2000
HUM,2.0,U6,4,41,0,75,0,107,2000
HUM,2.0,U6,5,47,-1,0,0,0,2000
HUM,3.0,01,1,45,-1,0,0,0,2000
HUM,3.0,01,2,40,0,77,0,110,2000
HUM,3.0,01,3,42,0,78,0,107,2000
HUM,3.0,01,4,40,0,76,0,107,2000
HUM,3.0,01,5,42,0,78,0,107,2000
HUM,3.0,02,1,44,0,78,84,0,2000
HUM,3.0,02,2,46,0,81,0,107,2000
HUM,3.0,02,3,46,0,81,0,107,2000
HUM,3.0,02,5,52,0,86,0,107,2000
HUM,3.0,03,1,38,0,75,0,110,2000
HUM,3.0,03,2,43,-1,0,0,0,2000
HUM,3.0,03,3,44,-1,0,0,0,2000
HUM,3.0,03,4,44,0,78,0,107,2000
HUM,3.0,03,5,43,0,79,0,107,2000
HUM,4.0,01,1,47,0,81,84,0,2000
HUM,4.0,01,2,46,0,81,0,107,2000
HUM,4.0,01,3,48,74,0,0,0,2000
HUM,4.0,01,4,45,74,0,0,0,2000
HUM,4.0,01,5,45,74,0,0,0,2000
HUM,4.0,02,1,45,74,0,0,0,2000
HUM,4.0,02,2,48,74,0,0,0,2000
HUM,4.0,02,3,46,0,84,0,116,2000
HUM,4.0,02,4,43,0,78,0,110,2000
HUM,4.0,02,5,47,0,81,0,110,2000
HUM,5.0,01,1,51,90,0,0,0,2000
HUM,5.0,01,2,41,74,0,0,0,2000
HUM,5.0,01,3,43,0,78,86,0,2000
HUM,5.0,01,4,48,-1,0,0,0,2000
HUM,5.0,01,5,48,0,84,0,110,2000
HUM,5.0,02,1,41,0,77,0,107,2000
HUM,5.0,02,2,43,0,78,0,107,2000
HUM,5.0,02,3,45,0,79,0,107,2000
HUM,5.0,02,4,46,0,81,0,110,2000
HUM,5.0,02,5,45,0,80,0,107,2000
HUM,5.0,03,1,45,60,0,0,0,2000
HUM,5.0,03,2,45,56,0,0,0,2000
HUM,5.0,03,3,45,56,0,0,0,2000
HUM,5.0,03,4,50,56,0,0,0,2000
HUM,5.0,03,5,48,56,0,0,0,2000
HUM,2.0,1,3,42,0,78,0,107,2001
HUM,2.0,1,4,46,-1,0,0,0,2001
HUM,2.0,1,5,44,0,77,0,107,2001
HUM,2.0,2,1,52,73,0,0,0,2001
HUM,2.0,2,2,44,0,79,0,110,2001
HUM,2.0,2,3,46,0,79,0,110,2001
HUM,2.0,2,4,42,0,76,0,105,2001
HUM,2.0,2,5,40,0,74,0,105,2001
HUM,2.0,3,1,46,0,79,88,0,2001
HUM,2.0,3,2,44,0,78,0,110,2001
HUM,2.0,3,3,46,0,81,0,110,2001
HUM,2.0,3,4,46,0,79,88,0,2001
HUM,2.0,3,5,46,0,77,0,110,2001
HUM,2.0,4,1,44,-1,0,0,0,2001
HUM,2.0,4,2,47,0,80,0,110,2001
HUM,2.0,4,3,44,-1,0,0,0,2001
HUM,2.0,4,4,49,0,81,0,107,2001
HUM,2.0,5,1,47,0,80,88,0,2001
HUM,2.0,5,2,46,0,80,107,0,2001
HUM,2.0,5,3,46,0,79,0,113,2001
HUM,2.0,5,4,44,-1,0,0,0,2001
HUM,2.0,5,5,44,0,75,0,107,2001
HUM,2.0,6,1,44,0,77,0,113,2001
HUM,2.0,6,2,42,0,76,0,113,2001
HUM,2.0,6,3,37,0,71,0,110,2001
HUM,2.0,6,4,39,0,73,0,107,2001
HUM,2.0,6,5,44,0,77,0,107,2001
HUM,2.0,7,2,44,-1,0,0,0,2001
HUM,2.0,7,3,41,0,75,0,110,2001
HUM,2.0,7,5,41,0,76,0,110,2001
HUM,2.0,8,1,40,0,73,0,110,2001
HUM,2.0,8,2,42,73,0,0,0,2001
HUM,2.0,8,3,44,0,76,0,107,2001
HUM,2.0,8,4,44,0,77,0,110,2001
HUM,2.0,8,5,44,-1,0,0,0,2001
HUM,2.0,9,1,44,0,76,86,0,2001
HUM,2.0,9,2,39,0,70,0,110,2001
HUM,2.0,9,3,46,0,78,0,110,2001
HUM,2.0,9,4,42,0,78,0,107,2001
HUM,2.0,9,5,42,0,77,0,107,2001
HUM,2.0,10,1,46,0,77,0,110,2001
HUM,2.0,10,2,42,-1,0,0,0,2001
HUM,2.0,10,3,38,0,72,0,107,2001
HUM,2.0,10,4,41,0,72,0,107,2001
HUM,2.0,10,5,46,-1,0,0,0,2001
HUM,2.0,11,1,44,0,78,0,110,2001
HUM,2.0,11,2,48,0,81,97,0,2001
HUM,2.0,11,4,41,0,74,0,110,2001
HUM,2.0,11,5,44,0,77,0,110,2001
HUM,2.0,12,1,46,0,80,103,0,2001
HUM,2.0,12,2,46,-1,0,0,0,2001
HUM,2.0,12,3,46,0,79,0,107,2001
HUM,2.0,12,4,42,0,76,0,107,2001
HUM,2.0,12,5,44,0,76,0,107,2001
HUM,2.2,13,1,44,0,76,0,115,2001
HUM,2.2,13,2,46,0,79,0,115,2001
HUM,2.2,13,3,44,0,82,0,115,2001
HUM,2.2,13,4,48,0,81,0,115,2001
HUM,2.2,13,5,41,0,73,0,115,2001
HUM,4.0,14,1,48,0,82,0,110,2001
HUM,4.0,14,2,47,0,80,0,110,2001
HUM,4.0,14,3,46,0,79,0,110,2001
HUM,4.0,14,4,48,0,81,84,0,2001
HUM,4.0,14,5,47,0,81,0,110,2001
HUM,3.0,15,1,44,-1,0,0,0,2001
HUM,3.0,15,2,46,0,79,0,110,2001
HUM,3.0,15,3,44,-1,0,0,0,2001
HUM,3.0,15,4,37,0,78,103,0,2001
HUM,3.0,15,5,46,0,79,0,110,2001
HUM,3.0,16,1,44,73,0,0,0,2001
HUM,3.0,16,2,47,0,79,0,110,2001
HUM,3.0,16,3,48,0,82,0,110,2001
HUM,3.0,16,4,48,0,81,0,110,2001
HUM,3.0,16,5,38,0,72,0,110,2001
HUM,5.0,17,1,44,0,76,0,107,2001
HUM,5.0,17,2,47,-1,0,0,0,2001
HUM,5.0,17,3,47,0,81,0,107,2001
HUM,5.0,17,4,48,0,80,0,107,2001
HUM,5.0,17,5,47,0,79,0,107,2001
HUM,2.0,1,1,50,62,0,0,0,2002
HUM,2.0,1,3,50,0,82,85,0,2002
HUM,2.0,1,4,50,0,87,96,0,2002
HUM,2.0,1,5,50,0,83,96,0,2002
HUM,2.0,2,5,45,73,0,0,0,2002
HUM,2.0,3,2,50,67,0,0,0,2002
HUM,2.0,3,3,50,0,84,94,0,2002
HUM,2.0,3,4,50,0,83,89,0,2002
HUM,2.0,3,5,50,62,0,0,0,2002
HUM,2.0,4,1,52,0,83,91,0,2002
HUM,2.0,4,2,51,-1,0,0,0,2002
HUM,2.0,4,3,50,0,81,96,0,2002
HUM,2.0,4,5,50,-1,0,0,0,2002
HUM,2.0,5,1,50,83,0,0,0,2002
HUM,2.0,5,2,50,-1,0,0,0,2002
HUM,2.0,5,3,50,0,83,96,0,2002
HUM,2.0,5,4,50,0,83,0,117,2002
HUM,2.0,5,5,57,0,89,0,113,2002
HUM,2.0,6,1,50,-1,0,0,0,2002
HUM,2.0,6,2,50,0,84,0,113,2002
HUM,2.0,6,3,50,0,80,0,111,2002
HUM,2.0,6,4,50,0,82,0,111,2002
HUM,2.0,7,3,51,0,83,0,111,2002
HUM,2.0,7,5,55,-1,0,0,0,2002
HUM,2.0,8,1,55,0,92,109,0,2002
HUM,2.0,8,2,50,0,80,0,111,2002
HUM,2.0,8,3,50,-1,0,0,0,2002
HUM,2.0,8,5,52,0,85,0,111,2002
HUM,2.0,9,1,52,88,0,0,0,2002
HUM,2.0,9,2,57,0,91,0,111,2002
HUM,2.0,9,3,55,0,88,104,0,2002
HUM,2.0,9,4,50,-1,0,0,0,2002
HUM,2.0,9,5,52,0,85,0,111,2002
HUM,2.0,10,1,57,59,0,0,0,2002
HUM,2.0,10,2,50,0,83,0,111,2002
HUM,2.0,10,3,52,0,85,100,0,2002
HUM,2.0,10,4,50,0,88,91,0,2002
HUM,2.0,10,5,50,81,0,0,0,2002
HUM,2.0,11,2,55,0,87,102,0,2002
HUM,2.0,11,4,52,-1,0,0,0,2002
HUM,2.0,11,5,55,0,87,0,111,2002
HUM,2.0,12,3,52,0,86,93,0,2002
HUM,2.0,12,4,50,0,89,98,0,2002
HUM,2.0,12,5,55,86,0,0,0,2002
HUM,2.2,13,1,51,0,86,97,0,2002
HUM,2.2,13,2,55,-1,0,0,0,2002
HUM,2.2,13,3,57,0,89,0,113,2002
HUM,2.2,13,4,52,0,88,94,0,2002
HUM,2.2,13,5,57,55,0,0,0,2002
HUM,4.0,14,2,57,86,0,0,0,2002
HUM,4.0,14,4,52,0,88,0,113,2002
HUM,4.0,14,5,52,64,0,0,0,2002
HUM,3.0,15,1,55,0,85,0,113,2002
HUM,3.0,15,2,50,64,0,0,0,2002
HUM,3.0,15,3,57,82,0,0,0,2002
HUM,3.0,15,4,51,0,86,0,113,2002
HUM,3.0,15,5,55,57,0,0,0,2002
HUM,3.0,16,2,51,57,0,0,0,2002
HUM,3.0,16,3,52,57,0,0,0,2002
HUM,3.0,16,4,52,0,85,0,113,2002
HUM,3.0,16,5,57,0,89,0,113,2002
HUM,5.0,17,1,51,70,0,0,0,2002
HUM,5.0,17,2,50,-1,0,0,0,2002
HUM,5.0,17,5,52,66,0,0,0,2002
HUM,2.2,13,1,49,0,83,0,111,2003
HUM,2.2,13,2,49,0,77,0,111,2003
HUM,2.2,13,3,49,0,81,0,111,2003
HUM,2.2,13,4,49,0,82,0,111,2003
HUM,2.2,13,5,50,0,84,0,111,2003
HUM,4.0,14,1,52,77,0,0,0,2003
HUM,4.0,14,2,49,0,82,0,115,2003
HUM,4.0,14,3,51,0,84,0,115,2003
HUM,4.0,14,4,49,0,81,0,115,2003
HUM,4.0,14,5,50,78,0,0,0,2003
HUM,3.0,15,1,49,-1,0,0,0,2003
HUM,3.0,15,2,49,0,78,0,111,2003
HUM,3.0,15,3,49,0,80,0,111,2003
HUM,3.0,15,4,49,70,0,0,0,2003
HUM,3.0,15,5,49,0,77,0,111,2003
HUM,3.0,16,1,49,61,0,0,0,2003
HUM,3.0,16,2,49,0,78,0,111,2003
HUM,3.0,16,3,49,69,0,0,0,2003
HUM,3.0,16,4,49,0,79,0,111,2003
HUM,3.0,16,5,49,0,82,0,111,2003
HUM,5.0,17,1,49,-1,0,0,0,2003
HUM,5.0,17,2,51,0,84,0,111,2003
HUM,5.0,17,3,49,0,81,0,111,2003
HUM,5.0,17,4,49,0,81,0,111,2003
HUM,5.0,17,5,50,0,84,0,111,2003
HUM,2.0,1,1,49,64,0,0,0,2003
HUM,2.0,1,2,49,81,0,0,0,2003
HUM,2.0,1,3,49,0,82,0,117,2003
HUM,2.0,1,4,49,0,77,0,115,2003
HUM,2.0,1,5,49,0,82,0,117,2003
HUM,2.0,2,1,49,0,80,80,0,2003
HUM,2.0,2,2,49,-1,0,0,0,2003
HUM,2.0,2,3,52,77,0,0,0,2003
HUM,2.0,2,4,49,0,80,0,115,2003
HUM,2.0,2,5,49,0,80,92,0,2003
HUM,2.0,3,1,49,65,0,0,0,2003
HUM,2.0,3,2,50,80,0,0,0,2003
HUM,2.0,3,3,50,0,85,0,117,2003
HUM,2.0,3,4,51,0,85,117,0,2003
HUM,2.0,3,5,49,0,81,93,0,2003
HUM,2.0,4,1,49,0,78,81,0,2003
HUM,2.0,4,2,53,0,87,93,0,2003
HUM,2.0,4,3,49,0,81,93,0,2003
HUM,2.0,4,4,49,0,83,0,117,2003
HUM,2.0,4,5,49,0,80,0,117,2003
HUM,2.0,5,2,49,0,78,0,113,2003
HUM,2.0,5,3,51,0,81,95,0,2003
HUM,2.0,5,4,50,0,86,0,117,2003
HUM,2.0,5,5,49,0,81,95,0,2003
HUM,2.0,6,1,49,0,80,0,115,2003
HUM,2.0,6,2,49,84,0,0,0,2003
HUM,2.0,6,3,51,0,84,0,117,2003
HUM,2.0,6,4,49,0,78,0,115,2003
HUM,2.0,6,5,49,0,80,0,115,2003
HUM,2.0,7,1,49,82,0,0,0,2003
HUM,2.0,7,2,49,84,0,0,0,2003
HUM,2.0,7,3,49,77,0,0,0,2003
HUM,2.0,7,4,49,0,80,0,115,2003
HUM,2.0,7,5,49,0,81,92,0,2003
HUM,2.0,8,1,50,0,83,0,111,2003
HUM,2.0,8,2,49,0,80,0,111,2003
HUM,2.0,8,3,49,0,79,92,0,2003
HUM,2.0,8,4,49,0,78,0,111,2003
HUM,2.0,8,5,49,0,81,0,111,2003
HUM,2.0,9,1,49,0,78,84,0,2003
HUM,2.0,9,2,49,0,79,0,111,2003
HUM,2.0,9,3,49,0,78,0,111,2003
HUM,2.0,9,4,49,70,0,0,0,2003
HUM,2.0,9,5,49,0,78,0,111,2003
HUM,2.0,10,1,49,0,78,92,0,2003
HUM,2.0,10,3,49,0,79,0,117,2003
HUM,2.0,10,4,49,0,81,0,117,2003
HUM,2.0,10,5,49,84,0,0,0,2003
HUM,2.0,11,1,50,0,82,109,0,2003
HUM,2.0,11,2,49,0,79,0,117,2003
HUM,2.0,11,3,49,79,0,0,0,2003
HUM,2.0,11,4,49,60,0,0,0,2003
HUM,2.0,11,5,49,53,0,0,0,2003
HUM,2.0,12,1,49,0,82,0,111,2003
HUM,2.0,12,2,49,0,81,0,113,2003
HUM,2.0,12,3,49,0,80,0,117,2003
HUM,2.0,12,4,49,0,80,0,111,2003
HUM,2.0,12,5,49,-1,0,0,0,2003
HUM,2.0,1,2,47,-1,0,0,0,2004
HUM,2.0,1,3,47,85,0,0,0,2004
HUM,2.0,1,4,41,0,75,0,111,2004
HUM,2.0,1,5,47,0,79,0,111,2004
HUM,2.0,2,1,47,73,0,0,0,2004
HUM,2.0,2,2,47,62,0,0,0,2004
HUM,2.0,2,3,47,0,77,0,107,2004
HUM,2.0,2,4,47,-1,0,0,0,2004
HUM,2.0,2,5,42,0,75,0,107,2004
HUM,2.0,3,1,47,0,79,83,0,2004
HUM,2.0,3,2,47,0,80,0,107,2004
HUM,2.0,3,3,47,0,79,0,107,2004
HUM,2.0,3,4,42,0,75,0,107,2004
HUM,2.0,3,5,42,0,77,0,107,2004
HUM,2.0,4,1,40,68,0,0,0,2004
HUM,2.0,4,2,47,0,80,0,109,2004
HUM,2.0,4,3,47,0,80,0,109,2004
HUM,2.0,4,4,41,0,76,97,0,2004
HUM,2.0,4,5,42,0,77,0,107,2004
HUM,2.0,5,1,47,0,79,0,109,2004
HUM,2.0,5,2,47,72,0,0,0,2004
HUM,2.0,5,3,47,0,79,0,109,2004
HUM,2.0,5,5,47,0,79,0,107,2004
HUM,2.0,6,1,53,0,87,0,113,2004
HUM,2.0,6,2,47,0,78,0,113,2004
HUM,2.0,6,3,47,0,77,0,111,2004
HUM,2.0,6,4,40,0,74,0,111,2004
HUM,2.0,6,5,42,0,76,0,107,2004
HUM,2.2,07,1,49,0,83,0,117,2004
HUM,2.2,07,2,40,0,74,0,111,2004
HUM,2.2,07,3,49,0,81,0,113,2004
HUM,2.2,07,4,54,0,87,0,109,2004
HUM,2.2,07,5,48,0,81,0,111,2004
HUM,4.0,08,1,48,76,0,0,0,2004
HUM,4.0,08,2,49,0,82,0,115,2004
HUM,4.0,08,3,53,0,87,0,119,2004
HUM,4.0,08,4,49,0,82,0,117,2004
HUM,4.0,08,5,47,0,79,93,0,2004
HUM,3.0,09,1,47,76,0,0,0,2004
HUM,3.0,09,2,47,0,77,0,111,2004
HUM,3.0,09,3,52,0,86,0,115,2004
HUM,3.0,09,4,47,0,77,0,113,2004
HUM,3.0,09,5,50,0,82,0,113,2004
HUM,3.0,10,2,47,0,79,0,109,2004
HUM,3.0,10,3,47,0,80,0,113,2004
HUM,3.0,10,4,48,0,81,0,113,2004
HUM,3.0,10,5,48,0,81,0,113,2004
HUM,5.0,11,2,48,0,82,101,0,2004
HUM,5.0,11,3,52,0,85,0,115,2004
HUM,5.0,11,5,47,0,80,93,0,2004
HUM,2.0,1,2,54,83,0,0,0,2005
HUM,2.0,1,3,54,83,0,0,0,2005
HUM,2.0,1,4,49,0,83,0,115,2005
HUM,2.0,1,5,49,0,83,0,113,2005
HUM,2.0,2,2,49,0,83,93,0,2005
HUM,2.0,2,4,54,0,84,0,117,2005
HUM,2.0,3,1,55,83,0,0,0,2005
HUM,2.0,3,2,49,0,83,90,0,2005
HUM,2.0,3,3,49,83,0,0,0,2005
HUM,2.0,3,4,49,83,0,0,0,2005
HUM,2.0,3,5,49,83,0,0,0,2005
HUM,2.0,4,1,49,61,0,0,0,2005
HUM,2.0,4,2,49,0,83,91,0,2005
HUM,2.0,4,3,49,0,83,0,113,2005
HUM,2.0,4,4,49,83,0,0,0,2005
HUM,2.0,4,5,49,0,83,0,115,2005
HUM,2.0,5,1,54,0,85,108,0,2005
HUM,2.0,5,2,54,0,83,100,0,2005
HUM,2.0,5,3,49,0,83,0,115,2005
HUM,2.0,5,4,49,83,0,0,0,2005
HUM,2.0,5,5,49,0,83,0,115,2005
HUM,2.0,6,1,54,70,0,0,0,2005
HUM,2.0,6,2,49,0,83,100,0,2005
HUM,2.0,6,3,49,0,83,0,115,2005
HUM,2.0,6,4,49,0,83,100,0,2005
HUM,2.0,6,5,49,0,83,0,113,2005
HUM,2.2,07,1,49,0,83,102,0,2005
HUM,2.2,07,2,49,0,83,117,0,2005
HUM,2.2,07,3,54,0,88,121,0,2005
HUM,2.2,07,4,54,-1,0,0,0,2005
HUM,2.2,07,5,52,0,83,121,0,2005
HUM,4.0,08,2,49,83,0,0,0,2005
HUM,4.0,08,3,55,-1,0,0,0,2005
HUM,4.0,08,4,55,0,88,0,121,2005
HUM,4.0,08,5,52,0,87,0,113,2005
HUM,3.0,09,1,49,61,0,0,0,2005
HUM,3.0,09,3,52,0,84,0,113,2005
HUM,3.0,09,4,55,0,88,0,117,2005
HUM,3.0,09,5,55,0,88,106,0,2005
HUM,3.0,10,1,54,0,89,102,0,2005
HUM,3.0,10,2,52,0,85,0,117,2005
HUM,3.0,10,3,52,0,83,0,117,2005
HUM,3.0,10,4,56,0,90,0,117,2005
HUM,3.0,10,5,54,0,87,90,0,2005
HUM,5.0,11,1,52,70,0,0,0,2005
HUM,5.0,11,2,52,0,87,0,117,2005
HUM,5.0,11,3,56,0,89,0,115,2005
HUM,5.0,11,4,56,0,92,0,115,2005
HUM,5.0,11,5,55,0,88,0,117,2005
HUM,2.0,1,2,49,83,0,0,0,2006
HUM,2.0,1,3,49,83,0,0,0,2006
HUM,2.0,1,4,49,0,83,0,108,2006
HUM,2.0,1,5,49,0,83,0,108,2006
HUM,2.0,2,1,49,83,0,0,0,2006
HUM,2.0,2,2,50,83,0,0,0,2006
HUM,2.0,2,3,49,0,83,0,108,2006
HUM,2.0,2,4,49,0,83,0,108,2006
HUM,2.0,2,5,49,83,0,0,0,2006
HUM,2.0,3,2,50,83,0,0,0,2006
HUM,2.0,3,3,49,83,0,0,0,2006
HUM,2.0,3,4,49,0,83,0,103,2006
HUM,2.0,3,5,49,83,0,0,0,2006
HUM,2.0,4,3,49,0,83,97,0,2006
HUM,2.0,4,1,49,61,0,0,0,2006
HUM,2.0,4,2,49,0,83,0,105,2006
HUM,2.0,4,4,49,0,83,0,104,2006
HUM,2.0,5,4,49,0,83,98,0,2006
HUM,2.0,5,3,49,0,83,93,0,2006
HUM,2.0,5,2,49,83,0,0,0,2006
HUM,2.0,5,5,49,83,0,0,0,2006
HUM,2.0,6,2,49,0,83,0,104,2006
HUM,2.0,6,3,49,0,83,0,106,2006
HUM,2.0,6,4,49,0,83,0,106,2006
HUM,2.0,6,1,49,-1,0,0,0,2006
HUM,2.0,6,5,49,0,83,0,106,2006
HUM,2.2,7,3,48,0,83,0,109,2006
HUM,2.2,7,4,48,0,83,0,110,2006
HUM,2.2,7,1,48,0,83,0,111,2006
HUM,2.2,7,2,48,0,83,0,108,2006
HUM,3.0,9,1,49,0,83,88,0,2006
HUM,3.0,9,3,49,83,0,0,0,2006
HUM,3.0,9,2,49,0,83,89,0,2006
HUM,3.0,9,4,49,83,0,0,0,2006
HUM,3.0,10,5,49,0,83,0,110,2006
HUM,3.0,10,3,49,0,83,0,108,2006
HUM,3.0,10,1,50,0,83,0,108,2006
HUM,3.0,10,2,51,0,83,0,110,2006
HUM,3.0,10,4,50,0,83,0,108,2006
HUM,4.0,8,1,48,0,83,85,0,2006
HUM,4.0,8,4,52,86,0,0,0,2006
HUM,4.0,8,5,48,52,0,0,0,2006
HUM,4.0,8,2,48,0,83,0,108,2006
HUM,4.0,8,3,48,0,83,0,108,2006
HUM,5.0,11,3,49,0,86,93,0,2006
HUM,5.0,11,2,48,0,83,94,0,2006
HUM,5.0,11,1,52,83,0,0,0,2006
HUM,5.0,11,4,48,0,83,0,109,2006
HUM,5.0,11,5,50,0,84,0,110,2006
HUM,2.0,1,1,46,0,80,0,112,2007
HUM,2.0,1,2,43,0,79,0,110,2007
HUM,2.0,1,3,42,0,76,0,109,2007
HUM,2.0,1,4,41,0,76,0,105,2007
HUM,2.0,1,5,45,0,78,0,113,2007
HUM,2.0,2,1,45,0,78,0,112,2007
HUM,2.0,2,2,44,0,78,0,115,2007
HUM,2.0,2,3,47,0,79,86,0,2007
HUM,2.0,2,4,42,0,77,0,108,2007
HUM,2.0,2,5,48,0,83,0,112,2007
HUM,2.0,3,1,45,52,0,0,0,2007
HUM,2.0,3,2,45,69,0,0,0,2007
HUM,2.0,3,3,43,-1,0,0,0,2007
HUM,2.0,3,4,45,0,79,0,110,2007
HUM,2.0,3,5,45,0,80,88,0,2007
HUM,2.0,4,1,46,0,79,0,116,2007
HUM,2.0,4,2,44,0,78,0,118,2007
HUM,2.0,4,3,46,-1,0,0,0,2007
HUM,2.0,4,4,40,77,0,0,0,2007
HUM,2.0,4,5,44,-1,0,0,0,2007
HUM,2.0,5,1,46,0,79,114,0,2007
HUM,2.0,5,2,45,0,79,114,0,2007
HUM,2.0,5,3,46,0,79,112,0,2007
HUM,2.0,5,4,44,0,77,103,0,2007
HUM,2.0,5,5,47,0,79,110,0,2007
HUM,2.0,6,2,42,0,76,0,105,2007
HUM,2.0,6,3,44,0,77,0,107,2007
HUM,2.0,6,4,42,0,75,0,108,2007
HUM,2.0,6,5,42,0,75,0,105,2007
HUM,2.0,1,1,45,75,0,0,0,2008
HUM,2.0,1,2,44,0,78,90,0,2008
HUM,2.0,1,3,47,0,80,0,120,2008
HUM,2.0,1,4,44,0,78,0,120,2008
HUM,2.0,1,5,46,0,79,0,120,2008
HUM,2.0,2,1,46,0,78,85,0,2008
HUM,2.0,2,2,47,0,81,0,118,2008
HUM,2.0,2,3,52,53,0,0,0,2008
HUM,2.0,2,5,47,0,80,0,115,2008
HUM,2.0,3,1,45,0,78,0,118,2008
HUM,2.0,3,2,47,0,80,0,120,2008
HUM,2.0,3,3,50,0,82,0,119,2008
HUM,2.0,3,4,56,0,88,0,119,2008
HUM,2.0,3,5,50,0,83,0,119,2008
HUM,2.0,4,1,48,75,0,0,0,2008
HUM,2.0,4,2,47,-1,0,0,0,2008
HUM,2.0,4,3,43,0,76,0,115,2008
HUM,2.0,4,4,42,-1,0,0,0,2008
HUM,2.0,4,5,44,0,77,0,116,2008
HUM,2.0,5,1,52,76,0,0,0,2008
HUM,2.0,5,2,46,83,0,0,0,2008
HUM,2.0,5,3,46,74,0,0,0,2008
HUM,2.0,5,4,50,0,81,0,110,2008
HUM,2.0,5,5,51,0,83,0,108,2008
HUM,2.0,6,2,44,72,0,0,0,2008
HUM,2.0,6,3,44,0,78,0,116,2008
HUM,2.0,6,4,43,0,76,0,115,2008
HUM,2.0,6,5,46,0,78,96,0,2008
HUM,2.0,1,1,46,65,0,0,0,2009
HUM,2.0,1,2,40,-1,0,0,0,2009
HUM,2.0,1,3,44,45,0,0,0,2009
HUM,2.0,1,4,43,71,0,0,0,2009
HUM,2.0,1,5,41,0,73,0,112,2009
HUM,2.0,2,1,47,0,81,87,0,2009
HUM,2.0,2,2,42,-1,0,0,0,2009
HUM,2.0,2,3,47,0,81,87,0,2009
HUM,2.0,2,4,47,0,81,87,0,2009
HUM,2.0,2,5,44,0,78,0,108,2009
HUM,2.0,4,1,46,-1,0,0,0,2009
HUM,2.0,4,2,45,-1,0,0,0,2009
HUM,2.0,4,3,39,0,72,0,107,2009
HUM,2.0,4,4,40,0,74,0,104,2009
HUM,2.0,4,5,44,0,77,0,104,2009
HUM,2.0,6,1,45,-1,0,0,0,2009
HUM,2.0,6,2,41,-1,0,0,0,2009
HUM,2.0,6,3,40,0,72,0,110,2009
HUM,2.0,6,4,43,-1,0,0,0,2009
HUM,2.0,6,5,41,0,74,0,107,2009
HUM,2.0,1,1,47,74,0,0,0,2010
HUM,2.0,1,2,49,0,82,99,0,2010
HUM,2.0,1,3,49,0,82,0,123,2010
HUM,2.0,1,4,75,0,99,0,123,2010
HUM,2.0,1,5,48,0,83,0,123,2010
HUM,2.0,2,1,50,0,83,0,123,2010
HUM,2.0,2,2,43,0,78,89,0,2010
HUM,2.0,2,3,41,0,75,0,107,2010
HUM,2.0,2,4,42,0,76,0,123,2010
HUM,2.0,2,5,45,0,76,0,123,2010
HUM,2.0,4,1,54,78,0,0,0,2010
HUM,2.0,4,2,48,-1,0,0,0,2010
HUM,2.0,4,4,48,0,83,0,123,2010
HUM,2.0,4,5,47,0,80,85,0,2010
HUM,2.0,6,2,43,0,78,0,123,2010
HUM,2.0,6,3,46,0,80,0,123,2010
HUM,2.0,6,4,42,0,76,0,111,2010
HUM,2.0,6,5,45,0,80,0,123,2010
HUM,2.0,1,3,49,0,81,0,111,2011
HUM,2.0,1,4,48,0,81,0,111,2011
HUM,2.0,2,1,46,0,79,99,0,2011
HUM,2.0,2,3,44,0,76,0,115,2011
HUM,2.0,2,5,47,-1,0,0,0,2011
HUM,2.0,4,1,49,0,83,0,109,2011
HUM,2.0,4,2,44,0,78,0,115,2011
HUM,2.0,4,3,44,67,0,0,0,2011
HUM,2.0,4,4,48,0,79,0,112,2011
HUM,2.0,4,5,47,0,83,0,116,2011
HUM,2.0,6,1,53,79,0,0,0,2011
HUM,2.0,6,2,46,0,78,0,119,2011
HUM,2.0,6,4,44,-1,0,0,0,2011
HUM,2.0,6,5,46,0,79,0,116,2011
HUM,2.0,1,2,47,0,80,0,107,2012
HUM,2.0,1,3,47,0,80,0,107,2012
HUM,2.0,1,4,44,72,0,0,0,2012
HUM,2.0,1,5,53,72,0,0,0,2012
HUM,2.0,2,1,46,0,79,0,112,2012
HUM,2.0,2,2,45,0,79,96,0,2012
HUM,2.0,2,3,44,-1,0,0,0,2012
HUM,2.0,2,4,48,45,0,0,0,2012
